Symbol,Date,Open,High,Low,Close,Volume
,,AAPL,AAPL,AAPL,AAPL,AAPL
AAPL,2024-03-07,168.13456709874717,169.70508399774383,167.47854068144582,167.9854736328125,71765100
AAPL,2024-03-08,167.9854678195768,172.6572499858552,167.92583043526673,169.705078125,76114600
AAPL,2024-03-11,171.90181348381185,173.33317133974063,171.01715691552084,171.71295166015625,60139500
AAPL,2024-03-12,172.1105571632911,172.98527928876703,169.9834044040384,172.19007873535156,59825400
AAPL,2024-03-13,171.73284593382695,172.1503228051375,169.73490248954016,170.10269165039062,52488700
AAPL,2024-03-14,171.87200022180366,173.26358975503445,171.0171623179081,171.96145629882812,72913500
AAPL,2024-03-15,170.14243263043366,171.58372497558594,169.2677105816515,171.58372497558594,121664700
AAPL,2024-03-18,174.51603957790343,176.64319229534289,172.4783429395777,172.67713928222656,75604200
AAPL,2024-03-19,173.29341963294198,175.54979689128342,171.9912860926869,175.02297973632812,55215200
AAPL,2024-03-20,174.66512448913912,177.597412109375,174.0389016316341,177.597412109375,53423100
AAPL,2024-03-21,175.98714219427453,176.42450322724187,169.81441519205438,170.3412322998047,106181300
AAPL,2024-03-22,170.7289059277682,172.0111704512642,169.0391141931604,171.24578857421875,71106600
AAPL,2024-03-25,169.54605342761408,170.90782428626645,168.43276661931924,169.82437133789062,54288300
AAPL,2024-03-26,168.97947557636294,170.39094937582044,168.5619986920605,168.69122314453125,57388400
AAPL,2024-03-27,169.3870074763491,172.55785986634996,169.08880538680637,172.26959228515625,60273300
AAPL,2024-03-28,170.71897546322947,171.19608975046205,169.48641379008976,170.45059204101562,65672700
AAPL,2024-04-01,170.16233265286536,170.22197004043582,168.46259127116116,169.00929260253906,46240500
AAPL,2024-04-02,168.0649959882119,168.3234297194346,167.22009256480143,167.82643127441406,49329500
AAPL,2024-04-03,167.7767233727702,169.6553768320082,167.56799252573734,168.63156127929688,47691700
AAPL,2024-04-04,169.2677258236611,170.88794562795422,167.8065643310547,167.8065643310547,53704400
AAPL,2024-04-05,168.57191570910442,169.3671161921521,167.93575835610383,168.56198120117188,42055200
AAPL,2024-04-08,168.01528647300387,168.18426411757292,167.23003563445502,167.4387664794922,37425500
AAPL,2024-04-09,167.68726532493085,169.05898582949538,167.33937552823474,168.6514434814453,42451200
AAPL,2024-04-10,167.78667770328389,168.0749301271986,166.1068205360595,166.77279663085938,49709300
AAPL,2024-04-11,167.3294357885208,174.4067040844594,167.1505236254001,173.9892120361328,91070300
AAPL,2024-04-12,173.21389665591335,177.28929006742356,173.16420894399843,175.4901580810547,101593300
AAPL,2024-04-15,174.3072746159751,175.56965476374435,171.46444324020368,171.65330505371094,73531800
AAPL,2024-04-16,170.71894188345593,172.7168698915991,167.25983743883052,168.36317443847656,73711200
AAPL,2024-04-17,168.59180586766368,169.62555591523414,166.99147033691406,166.99147033691406,50901200
AAPL,2024-04-18,167.02127846323074,167.62761710838,165.55016746918514,166.03721618652344,43122900
AAPL,2024-04-19,165.21220316607506,165.40104980433753,163.09498527768548,164.00946044921875,67772100
AAPL,2024-04-22,164.52636553527142,166.2559103754066,163.78086788564391,164.8444366455078,48116400
AAPL,2024-04-23,164.3573882766078,166.0471799196536,163.92996173620628,165.8980712890625,49537800
AAPL,2024-04-24,165.540232667877,168.2836737462142,165.21222704669103,168.00535583496094,48251800
AAPL,2024-04-25,168.5123081826672,169.5858267499,167.1405874855602,168.87014770507812,50558300
AAPL,2024-04-26,168.86018085141623,170.31140768247312,168.16437095925713,168.28366088867188,44838400
AAPL,2024-04-29,172.32924112310414,174.97327656975762,172.06087287514865,172.45846557617188,68169400
AAPL,2024-04-30,172.2894858404387,173.93952434742974,168.97947431756717,169.3074951171875,65934800
AAPL,2024-05-01,168.56197877866052,171.67319360904702,168.0947990703537,168.28366088867188,50383100
AAPL,2024-05-02,171.4743893691613,172.37893013348045,169.8641193422282,171.99127197265625,94214900
AAPL,2024-05-03,185.52951854505613,185.8774235329829,181.56348055207545,182.27915954589844,163224100
AAPL,2024-05-06,181.25534382134734,183.0942290168702,179.33692188523904,180.6191864013672,78569700
AAPL,2024-05-07,182.34872294128857,183.79001537072006,180.23151991986552,181.30502319335938,77305800
AAPL,2024-05-08,181.75234564063675,181.97102617972277,180.36074083125402,181.64300537109375,45057100
AAPL,2024-05-09,181.46406224266897,183.55146169147778,181.01676669426374,183.46200561523438,48983000
AAPL,2024-05-10,184.0393164696827,184.22843448265328,181.28222127480615,182.19793701171875,50759500
AAPL,2024-05-13,184.57680131825043,186.22907786103977,183.76061103045285,185.4128875732422,72044800
AAPL,2024-05-14,186.63713980034996,187.4234708736874,185.42281765723527,186.55751037597656,52393600
AAPL,2024-05-15,187.03529613574696,189.76253191302303,186.49780129168897,188.8368682861328,70400000
AAPL,2024-05-16,189.58338637309936,190.21045865928463,188.7771592552961,188.95631408691406,52845200
AAPL,2024-05-17,188.62783545187153,189.92178705781208,188.29936976198016,188.9861602783203,41282900
AAPL,2024-05-20,188.44869465688268,191.02663488992152,188.1301769262196,190.15072631835938,44361300
AAPL,2024-05-21,190.20049107683238,191.83285642957057,190.03128423275254,191.4546356201172,42309400
AAPL,2024-05-22,191.37501623979523,191.92245910983817,189.38432593982932,190.01138305664062,34648500
AAPL,2024-05-23,190.09099161364105,190.11090276702717,185.76124979940406,186.0100860595703,51005900
AAPL,2024-05-24,187.94106857836448,189.6928704821682,187.16468542966413,189.0956573486328,36294600
AAPL,2024-05-28,190.61853495727325,192.10160462638697,188.21976480489596,189.10562133789062,52280100
AAPL,2024-05-29,188.7273779696699,191.35508832801628,188.62783738828333,189.40420532226562,53068000
AAPL,2024-05-30,189.8720349370489,191.2854232244703,189.7426503955058,190.39956665039062,49947900
AAPL,2024-05-31,190.5488754083416,191.67362027294615,189.02599856414395,191.3551025390625,75158300
